07/09/2021 12:27:44.935 PM,5217,0,0.0508,0,0,1,-0.03278506,-0.1191213,reward zone entry,0,0,0,0,0
07/09/2021 12:27:44.986 PM,5268,0,0.1008,0,228,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:44.990 PM,5272,0,0.1008,0,228,1,-0.03278506,-0.1191213,reward zone exit,0,0,0,0,0
07/09/2021 12:27:45.022 PM,5303,0,0.1508,0,228,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.551 PM,5833,0,0.155,0,228.0001,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.585 PM,5867,0,0.155,0,228.0004,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.604 PM,5886,0,0.155,0,228.0005,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.628 PM,5910,0,0.155,0,228.0005,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.643 PM,5925,0,0.155,0,228.0004,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.663 PM,5945,0,0.155,0,228.0004,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.682 PM,5964,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.701 PM,5983,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.719 PM,6001,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.743 PM,6025,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.777 PM,6059,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.809 PM,6091,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.842 PM,6124,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.875 PM,6157,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.909 PM,6191,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.952 PM,6234,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:45.985 PM,6267,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.023 PM,6305,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.051 PM,6333,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.082 PM,6364,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.113 PM,6395,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.159 PM,6441,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.189 PM,6471,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.220 PM,6502,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.254 PM,6536,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.302 PM,6584,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.330 PM,6612,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.363 PM,6645,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.394 PM,6676,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.426 PM,6708,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.462 PM,6744,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.507 PM,6789,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.536 PM,6818,0,0.155,0,228.0002,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.569 PM,6851,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.601 PM,6883,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.633 PM,6915,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.665 PM,6947,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.707 PM,6989,0,0.155,0,228.0003,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.738 PM,7020,0,0.155,0,228.0004,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.807 PM,7089,0,0.155,0,228.0007,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.833 PM,7115,0,0.155,0,228.0008,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.852 PM,7134,0,0.155,0,228.0009,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.870 PM,7152,0,0.155,0,228.0009,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.913 PM,7195,0,0.155,0,228.001,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.946 PM,7228,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:46.978 PM,7260,0,0.155,0,228.0015,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.010 PM,7292,0,0.155,0,228.0015,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.042 PM,7324,0,0.155,0,228.0014,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.089 PM,7371,0,0.155,0,228.0014,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.120 PM,7402,0,0.155,0,228.0015,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.152 PM,7434,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.184 PM,7466,0,0.155,0,228.0012,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.218 PM,7500,0,0.155,0,228.0017,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.249 PM,7531,0,0.155,0,228.0017,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.295 PM,7576,0,0.155,0,228.0015,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.331 PM,7613,0,0.155,0,228.0013,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.363 PM,7645,0,0.155,0,228.0012,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.393 PM,7675,0,0.155,0,228.001,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.426 PM,7708,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.460 PM,7742,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.492 PM,7774,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.525 PM,7807,0,0.155,0,228.0011,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.570 PM,7852,0,0.155,0,228.0016,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.602 PM,7884,0,0.155,0,228.0006,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.633 PM,7915,0,0.155,0,228.0006,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.666 PM,7948,0,0.155,0,228.0005,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.701 PM,7983,0,0.155,0,228.0006,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.745 PM,8027,0,0.155,0,228.0005,0,NaN,NaN,null,0,0,0,0,0
07/09/2021 12:27:47.777 PM,8059,0,0.155,0,228.0005,0,NaN,NaN,null,0,0,0,0,0
