Timestamp, PositionX, PositionY, PositionZ, RotationY, Collision, GoalX, GoalZ, UpArrow, DownArrow,  LeftArrow, RightArrow, Space
10-28-2020 11:12:28.246 AM, 0, 0, 0, 243, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.279 AM, 0, 0.184205, 0, 243, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.794 AM, 0, 0.184205, 0, 243.0612, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.843 AM, -0.001996963, 0.184205, 0.004228628, 243.509, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.861 AM, -0.0002643219, 0.184205, 0.00407967, 243.7101, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.883 AM, 0.001011297, 0.184205, 0.0041616, 243.7737, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.898 AM, 0.002427783, 0.184205, 0.004073395, 243.8537, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.916 AM, 0.003504252, 0.184205, 0.0034679, 244.0749, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.935 AM, 0.004867216, 0.184205, 0.002449467, 244.2728, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.956 AM, 0.006972949, 0.184205, 0.001115341, 244.4626, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.972 AM, 0.008998441, 0.184205, 0.0003589739, 244.6129, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:28.991 AM, 0.01095907, 0.184205, 5.18428E-05, 244.7644, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.009 AM, 0.01240197, 0.184205, 0.0005255507, 244.9081, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.032 AM, 0.01389199, 0.184205, 0.0008186915, 245.1181, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.064 AM, 0.01547201, 0.184205, 0.001057597, 245.3948, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.100 AM, 0.01784719, 0.184205, 0.002173183, 245.6631, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.128 AM, 0.02033339, 0.184205, 0.003624143, 245.9328, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.176 AM, 0.02250695, 0.184205, 0.004445374, 246.2277, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.212 AM, 0.02503297, 0.184205, 0.004423132, 246.8094, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.240 AM, 0.02739462, 0.184205, 0.00584971, 247.1174, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.272 AM, 0.0293291, 0.184205, 0.006503805, 247.4267, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.308 AM, 0.03154478, 0.184205, 0.007442191, 247.6874, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.340 AM, 0.03407365, 0.184205, 0.00860212, 247.9892, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.372 AM, 0.03629225, 0.184205, 0.009491308, 248.3489, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.416 AM, 0.03855819, 0.184205, 0.01028819, 248.7148, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.452 AM, 0.04167902, 0.184205, 0.01142873, 249.0938, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.480 AM, 0.04425429, 0.184205, 0.01240635, 249.3956, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.516 AM, 0.04629573, 0.184205, 0.01319748, 249.6439, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.548 AM, 0.04887671, 0.184205, 0.01412238, 250.0821, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.580 AM, 0.05115373, 0.184205, 0.01498605, 250.3498, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:12:29.616 AM, 0.05355712, 0.184205, 0.01581123, 250.6757, 0, NaN, NaN, 0, 0, 0, 0, 0
