Timestamp, PositionX, PositionY, PositionZ, RotationY, Collision, GoalX, GoalZ, UpArrow, DownArrow,  LeftArrow, RightArrow, Space
10-28-2020 11:13:53.532 AM, 0, 0, 0, 215, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:53.582 AM, 0, 0.184205, 0, 215, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.066 AM, 0, 0.184205, 0, 215.223, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.123 AM, 0.01804526, 0.184205, -0.02547521, 218.9995, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.141 AM, 0.02484548, 0.184205, -0.0306465, 219.6129, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.160 AM, 0.02726046, 0.184205, -0.03237069, 219.8063, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.180 AM, 0.02897356, 0.184205, -0.03545663, 220.0405, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.200 AM, 0.03013221, 0.184205, -0.04020547, 220.286, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.217 AM, 0.03179293, 0.184205, -0.04357126, 220.461, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.237 AM, 0.03290151, 0.184205, -0.04711168, 220.5806, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.256 AM, 0.03435084, 0.184205, -0.05071825, 220.7704, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.274 AM, 0.03638909, 0.184205, -0.05442182, 220.9662, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.301 AM, 0.03811279, 0.184205, -0.05810055, 221.098, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.333 AM, 0.0405035, 0.184205, -0.06354713, 221.2878, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.365 AM, 0.0430579, 0.184205, -0.06984509, 221.5068, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.397 AM, 0.04539299, 0.184205, -0.07619239, 221.739, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.429 AM, 0.04765655, 0.184205, -0.08224192, 222.0091, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.481 AM, 0.0500062, 0.184205, -0.08839881, 222.3479, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.509 AM, 0.05380222, 0.184205, -0.09835721, 222.8121, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.541 AM, 0.05582122, 0.184205, -0.1036856, 223.0659, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.573 AM, 0.05822214, 0.184205, -0.1099643, 223.4229, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.605 AM, 0.0606098, 0.184205, -0.116329, 223.7839, 0, NaN, NaN, 0, 0, 0, 0, 0
10-28-2020 11:13:54.637 AM, 0.06271898, 0.184205, -0.1225553, 224.0308, 0, NaN, NaN, 0, 0, 0, 0, 0
