Timestamp, TimeSinceStart, PositionX, PositionY, PositionZ, RotationY, Collision, GoalX, GoalZ, UpArrow, DownArrow,  LeftArrow, RightArrow, Space
02-27-2021 10:35:03.462 AM, 17721, 0, 0.1008, 0, 295, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:03.492 AM, 17751, 0, 0.1508, 0, 295, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.038 AM, 18297, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.063 AM, 18322, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.080 AM, 18339, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.098 AM, 18357, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.117 AM, 18376, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.139 AM, 18398, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.155 AM, 18414, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.175 AM, 18434, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.195 AM, 18454, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.213 AM, 18472, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.245 AM, 18504, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.291 AM, 18550, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.323 AM, 18582, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.355 AM, 18614, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.387 AM, 18646, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.420 AM, 18679, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.464 AM, 18723, 0, 0.155, 0, 295.0003, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.496 AM, 18755, 0, 0.155, 0, 294.9998, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.526 AM, 18785, 0, 0.155, 0, 295, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.558 AM, 18817, 0, 0.155, 0, 295.0001, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.592 AM, 18851, 0, 0.155, 0, 295.0001, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.623 AM, 18882, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.666 AM, 18925, 0, 0.155, 0, 295.0003, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.700 AM, 18959, 0, 0.155, 0, 295.0004, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.733 AM, 18992, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.764 AM, 19023, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.796 AM, 19055, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.841 AM, 19100, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.871 AM, 19130, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.905 AM, 19164, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.934 AM, 19193, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:04.968 AM, 19227, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.011 AM, 19270, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.043 AM, 19302, 0, 0.155, 0, 295.0002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.074 AM, 19333, 0, 0.155, 0, 295.0004, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.106 AM, 19365, 0, 0.155, 0, 295.0009, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.151 AM, 19410, 0, 0.155, 0, 295.001, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.182 AM, 19441, 0, 0.155, 0, 295.0011, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.213 AM, 19472, 0, 0.155, 0, 295.0012, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.246 AM, 19505, 0, 0.155, 0, 295.0012, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.280 AM, 19539, 0, 0.155, 0, 295.0014, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.322 AM, 19581, 0, 0.155, 0, 295.0016, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.354 AM, 19613, 0, 0.155, 0, 295.0018, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.386 AM, 19645, 0, 0.155, 0, 295.0019, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.417 AM, 19676, 0, 0.155, 0, 295.002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.450 AM, 19709, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.491 AM, 19750, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.524 AM, 19783, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.555 AM, 19814, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.590 AM, 19849, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.634 AM, 19893, 0, 0.155, 0, 295.002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.663 AM, 19922, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.696 AM, 19955, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.727 AM, 19986, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.759 AM, 20018, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.805 AM, 20064, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.835 AM, 20094, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.866 AM, 20125, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.899 AM, 20158, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.943 AM, 20202, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:05.975 AM, 20234, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.007 AM, 20266, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.038 AM, 20297, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.069 AM, 20328, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.115 AM, 20374, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.144 AM, 20403, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.176 AM, 20435, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.208 AM, 20467, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.255 AM, 20514, 0, 0.155, 0, 295.0022, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.284 AM, 20543, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.316 AM, 20575, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.348 AM, 20607, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.392 AM, 20651, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.421 AM, 20680, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.453 AM, 20712, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.485 AM, 20744, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.528 AM, 20787, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.559 AM, 20818, 0, 0.155, 0, 295.002, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.591 AM, 20850, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.623 AM, 20882, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.654 AM, 20913, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.700 AM, 20959, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.731 AM, 20990, 0, 0.155, 0, 295.0021, 0, NaN, NaN, 0, 0, 0, 0, 0
02-27-2021 10:35:06.761 AM, 21020, 0, 0.155, 0, 294.8294, 0, NaN, NaN, 0, 0, 1, 0, 0
02-27-2021 10:35:06.793 AM, 21052, 0, 0.155, 0, 294.541, 0, NaN, NaN, 0, 0, 1, 0, 0
02-27-2021 10:35:06.838 AM, 21097, 0, 0.155, 0, 294.1567, 0, NaN, NaN, 0, 0, 1, 0, 0
02-27-2021 10:35:06.871 AM, 21130, 0, 0.155, 0, 293.26, 0, NaN, NaN, 0, 0, 1, 0, 0
02-27-2021 10:35:06.900 AM, 21159, 0, 0.155, 0, 292.319, 0, NaN, NaN, 0, 0, 1, 0, 0
